Natural Language,Ground Truth,Atomic Proposition
"after a sensor captures data and the escalator is blocked, it never happens that a table is brown or the car stops",G(( sensor_captures_data & escalator_is_blocked ) -> G(!( table_is_brown | car_stops ))),{car_stops escalator_is_blocked sensor_captures_data table_is_brown}
"always when both a constructor instantiate objects and an elevator rises then eventually, both the motorbike catches fire and the semaphore is red",G(( constructor_instantiate_objects & elevator_rises ) -> F( motorbike_catches_fire & semaphore_is_red )),{constructor_instantiate_objects elevator_rises motorbike_catches_fire semaphore_is_red}
"after eqpNJr, eventually, FiTvmVl_y",G(( eqpNJr ) -> F( FiTvmVl_y )),{eqpNJr iTvmVl_y}
"at any time a table has been moved and, at the same time, the constructor creates instances and the constructor instantiate objects",G( table_has_been_moved & constructor_creates_instances & constructor_instantiate_objects ),{constructor_creates_instances constructor_instantiate_objects table_has_been_moved}
"after SbpyJkXcg, at a certain moment ZFNAk and TqGbxGjHTiABF",G(( SbpyJkXcg ) -> F( ZFNAk & TqGbxGjHTiABF )),{SbpyJkXcg TqGbxGjHTiABF ZFNAk}
all the time the table is brown or the train derails or the escalator moves,G( table_is_brown | train_derails | escalator_moves ),{escalator_moves table_is_brown train_derails}
"always, the escalator is blocked, the bar is up and the escalator moves",G( escalator_is_blocked & bar_is_up & escalator_moves ),{bar_is_up escalator_is_blocked escalator_moves}
if the house is open or a train derails then in the future the semaphore is broken or the bar has to be repaired,G(( house_is_open | train_derails ) -> F( semaphore_is_broken | bar_has_to_be_repaired )),{bar_has_to_be_repaired house_is_open semaphore_is_broken train_derails}
it will happen that a motorbike catches fire and the bar has to be repaired after the manager handles requests or a constructor instantiate objects,G(( manager_handles_requests | constructor_instantiate_objects ) -> F( motorbike_catches_fire & bar_has_to_be_repaired )),{bar_has_to_be_repaired constructor_instantiate_objects manager_handles_requests motorbike_catches_fire}
"in any case the brake is pressed, the semaphore is yellow and the engine stops",G( brake_is_pressed & semaphore_is_yellow & engine_stops ),{brake_is_pressed engine_stops semaphore_is_yellow}
"at any time the sensor retrieves data and, at the same time, the engine breaks and the escalator moves",G( sensor_retrieves_data & engine_breaks & escalator_moves ),{engine_breaks escalator_moves sensor_retrieves_data}
every time an elevator rises or an elevator is blocked then in the future a train has arrived and a train is crossing,G(( elevator_rises | elevator_is_blocked ) -> F( train_has_arrived & train_is_crossing )),{elevator_is_blocked elevator_rises train_has_arrived train_is_crossing}
"whenever both the engine breaks and a car starts then eventually, the semaphore is yellow and the table has been moved",G(( engine_breaks & car_starts ) -> F( semaphore_is_yellow & table_has_been_moved )),{car_starts engine_breaks semaphore_is_yellow table_has_been_moved}
"first, in the future either a semaphore is green or the car starts, and then, in the future a house is built or the bridge opens",G(!( semaphore_is_green | car_starts )) | F(( semaphore_is_green | car_starts ) & F( house_is_built | bridge_opens )),{bridge_opens car_starts house_is_built semaphore_is_green}
if either a train has been launched or the constructor instantiate objects then sooner or later a table is brown and a bridge closes,G(( train_has_been_launched | constructor_instantiate_objects ) -> F( table_is_brown & bridge_closes )),{bridge_closes constructor_instantiate_objects table_is_brown train_has_been_launched}
in the future a train stops or the bar has to be repaired or the engine starts,F( train_stops | bar_has_to_be_repaired | engine_starts ),{bar_has_to_be_repaired engine_starts train_stops}
all the time the sensor retrieves data or the semaphore is broken or a manager handles requests,G( sensor_retrieves_data | semaphore_is_broken | manager_handles_requests ),{manager_handles_requests semaphore_is_broken sensor_retrieves_data}
"at no time a sensor retrieves data and, at the same time, the engine stops and a bridge opens",G(!( sensor_retrieves_data & engine_stops & bridge_opens )),{bridge_opens engine_stops sensor_retrieves_data}
whenever ejhQVXP then it is going to happen that lzvQIdaBqL and PHWKVJ,G(( ejhQVXP ) -> F( lzvQIdaBqL & PHWKVJ )),{PHWKVJ ejhQVXP lzvQIdaBqL}
if a motorbike is driven or the bridge closes then sooner or later both a house is open and the bar is closing,G(( motorbike_is_driven | bridge_closes ) -> F( house_is_open & bar_is_closing )),{bar_is_closing bridge_closes house_is_open motorbike_is_driven}
"finally, the sensor captures data or the bar is up after the table has been moved and an elevator is blocked",G(( table_has_been_moved & elevator_is_blocked ) -> F( sensor_captures_data | bar_is_up )),{bar_is_up elevator_is_blocked sensor_captures_data table_has_been_moved}
always when O_r_iS and gogUI then in the future dyYmjiTOCrTSDl,G(( O_r_iS & gogUI ) -> F( dyYmjiTOCrTSDl )),{O_r_iS dyYmjiTOCrTSDl gogUI}
"always, either a house is built, the bridge opens or the motorbike has started",G( house_is_built | bridge_opens | motorbike_has_started ),{bridge_opens house_is_built motorbike_has_started}
"it is always true that either RAhFb, SMPSPpxqiZbqR or lDdslmAbk",G( RAhFb | SMPSPpxqiZbqR | lDdslmAbk ),{RAhFb SMPSPpxqiZbqR lDdslmAbk}
if either the brake is pressed or the motorbike catches fire then in the future the elevator falls or the bar is closing,G(( brake_is_pressed | motorbike_catches_fire ) -> F( elevator_falls | bar_is_closing )),{bar_is_closing brake_is_pressed elevator_falls motorbike_catches_fire}
every time PgnVtOZEUe or QjujKuQxHawxUyt then at some point in time F_AEmVvqc,G(( PgnVtOZEUe | QjujKuQxHawxUyt ) -> F( F_AEmVvqc )),{PgnVtOZEUe QjujKuQxHawxUyt _AEmVvqc}
whenever WwUNRLiszRgpq or pwHKxlGpGtD then at some point in time DiJBKPBjRTXzP,G(( WwUNRLiszRgpq | pwHKxlGpGtD ) -> F( DiJBKPBjRTXzP )),{DiJBKPBjRTXzP WwUNRLiszRgpq pwHKxlGpGtD}
"after either the car stops or the escalator is blocked, in the future the bar has to be repaired and a sensor gathers information",G(( car_stops | escalator_is_blocked ) -> F( bar_has_to_be_repaired & sensor_gathers_information )),{bar_has_to_be_repaired car_stops escalator_is_blocked sensor_gathers_information}
every time vUNRrziThnNIl then it never happens that either QjpdVSExGqxifIR or qsOMPsKLw,G(( vUNRrziThnNIl ) -> G(!( QjpdVSExGqxifIR | qsOMPsKLw ))),{QjpdVSExGqxifIR qsOMPsKLw vUNRrziThnNIl}
"at some point the engine starts and, at the same time, a house is built and the elevator falls",F( engine_starts & house_is_built & elevator_falls ),{elevator_falls engine_starts house_is_built}
"first, at some point in time both a train stops and an elevator is blocked, and then, it will happen that either the sensor retrieves data or the train has been launched",G(!( train_stops & elevator_is_blocked )) | F(( train_stops & elevator_is_blocked ) & F( sensor_retrieves_data | train_has_been_launched )),{elevator_is_blocked sensor_retrieves_data train_has_been_launched train_stops}
always when either the bar is closing or a bridge closes then it will happen that both the train has arrived and a train is crossing,G(( bar_is_closing | bridge_closes ) -> F( train_has_arrived & train_is_crossing )),{bar_is_closing bridge_closes train_has_arrived train_is_crossing}
every time the semaphore is green and the engine starts then it is going to happen that a sensor captures data and the car stops,G(( semaphore_is_green & engine_starts ) -> F( sensor_captures_data & car_stops )),{car_stops engine_starts semaphore_is_green sensor_captures_data}
sooner or later kvleeO,F( kvleeO ),{kvleeO}
at some point the house collapses and together a semaphore is yellow and the brake is released,F( house_collapses & semaphore_is_yellow & brake_is_released ),{brake_is_released house_collapses semaphore_is_yellow}
"in the future either the bridge closes, an elevator falls or the house is open",F( bridge_closes | elevator_falls | house_is_open ),{bridge_closes elevator_falls house_is_open}
"after either the house is open or the table has been moved, in the future the house is open or the manager handles requests",G(( house_is_open | table_has_been_moved ) -> F( house_is_open | manager_handles_requests )),{house_is_open manager_handles_requests table_has_been_moved}
whenever a constructor creates instances and the escalator moves then it will happen that either the brake is pressed or the escalator moves,G(( constructor_creates_instances & escalator_moves ) -> F( brake_is_pressed | escalator_moves )),{brake_is_pressed constructor_creates_instances escalator_moves}
always when both the sensor retrieves data and a motorbike has started then it is going to happen that a train has arrived,G(( sensor_retrieves_data & motorbike_has_started ) -> F( train_has_arrived )),{motorbike_has_started sensor_retrieves_data train_has_arrived}
"at any time the brake is released, the car starts and the brake is pressed",G( brake_is_released & car_starts & brake_is_pressed ),{brake_is_pressed brake_is_released car_starts}
whenever either the manager handles requests or the motorbike catches fire then at some point in time either the bar is closing or a table has been moved,G(( manager_handles_requests | motorbike_catches_fire ) -> F( bar_is_closing | table_has_been_moved )),{bar_is_closing manager_handles_requests motorbike_catches_fire table_has_been_moved}
whenever either the house is built or the motorbike falls down then it is going to happen that the constructor instantiate objects and a motorbike has stopped,G(( house_is_built | motorbike_falls_down ) -> F( constructor_instantiate_objects & motorbike_has_stopped )),{constructor_instantiate_objects house_is_built motorbike_falls_down motorbike_has_stopped}
it will not happen that fQLCUTRzCSVonE,G(!( fQLCUTRzCSVonE )),{fQLCUTRzCSVonE}
"eventually, either the elevator falls or the brake is pressed and, it will happen that the bar has to be repaired or a table is old afterwards",G(!( elevator_falls | brake_is_pressed )) | F(( elevator_falls | brake_is_pressed ) & F( bar_has_to_be_repaired | table_is_old )),{bar_has_to_be_repaired brake_is_pressed elevator_falls table_is_old}
"the table has been moved and, as a consequence, always when the house is built then it will happen that the sensor retrieves data",G(( table_has_been_moved ) -> G(( house_is_built ) -> F( sensor_retrieves_data ))),{house_is_built sensor_retrieves_data table_has_been_moved}
"after evuGrkkrhISgw or znUQaBTSwzxTTe, at some point in time YXdkXIwa",G(( evuGrkkrhISgw | znUQaBTSwzxTTe ) -> F( YXdkXIwa )),{YXdkXIwa evuGrkkrhISgw znUQaBTSwzxTTe}
"first, in the future the house is open or a motorbike is driven, and then, at some point the elevator falls or the brake is pressed",G(!( house_is_open | motorbike_is_driven )) | F(( house_is_open | motorbike_is_driven ) & F( elevator_falls | brake_is_pressed )),{brake_is_pressed elevator_falls house_is_open motorbike_is_driven}
whenever the engine stops or a train stops then it is never the case that a train stops or a semaphore is red,G(( engine_stops | train_stops ) -> G(!( train_stops | semaphore_is_red ))),{engine_stops semaphore_is_red train_stops}
"every time either a house is open or the manager handles requests then finally, the bar has to be repaired and a manager collect claims",G(( house_is_open | manager_handles_requests ) -> F( bar_has_to_be_repaired & manager_collect_claims )),{bar_has_to_be_repaired house_is_open manager_collect_claims manager_handles_requests}
"every time a motorbike has started and, at the same time, a table is old and the bar is closing",G( motorbike_has_started & table_is_old & bar_is_closing ),{bar_is_closing motorbike_has_started table_is_old}
