original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL;source;normalized_LTL_formula;lifted_lifted_LTL_formula;batch_id
If every deliver the toilet to the loading_dock is eventually followed by requesting assistance, then search the fire_hydrant must occur infinitely often.;"G ( deliver_toilet_loading_dock -> F ""get_help"" ) -> G F search_fire_hydrant";"G(""deliver(toilet,loading_dock)"" -> Fget_help) -> GF""search(fire_hydrant)""";['get_help', 'search_fire_hydrant', 'deliver_toilet_loading_dock'];;;;G(ap_2 -> Fap_0) -> GFap_1;VLTL-Bench_New;G(prop -> Fprop) -> GFprop;G(prop -> Fprop) -> GFprop;2
If at some point ( prop_3 ) or ( prop_2 ) happens and continues to happen until ( prop_1 ) is detected , or else ( prop_4 ) .;( ( ( prop_3 | prop_2 ) U prop_1 ) | prop_4 );prop_4 | ((prop_2 | prop_3) U prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_3 | ((ap_1 | ap_2) U ap_0);lifted_data_pureLTL.jsonl;prop | ((prop | prop) U prop);prop | ((prop | prop) U prop);2
drop pear or advance_to tree;drop_pear | advance_to_tree;"""advance_to(tree)"" | ""drop(pear)""";['drop_pear', 'advance_to_tree'];;;;ap_1 | ap_0;VLTL-Bench_Prev;prop | prop;prop | prop;2
The scenario in which ( prop_1 ) or ( prop_4 ) is detected and at the same time ( prop_3 ) is detected , or ( prop_2 ) .;( ( ( prop_1 | prop_4 ) & prop_3 ) | prop_2 );prop_2 | (prop_3 & (prop_1 | prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_1 | (ap_2 & (ap_0 | ap_3));lifted_data_pureLTL.jsonl;prop | (prop & (prop | prop));prop | (prop & (prop | prop));2
if both the bar is down and a train has been launched then it should not happen that either the semaphore is yellow or the brake is released;G(( bar_is_down & train_has_been_launched ) -> G(!( semaphore_is_yellow | brake_is_released )));G((bar_is_down & train_has_been_launched) -> G!(brake_is_released | semaphore_is_yellow));['semaphore_is_yellow', 'train_has_been_launched', 'brake_is_released', 'bar_is_down'];if both the bar_is_down and a train_has_been_launched then it should not happen that either the semaphore_is_yellow or the brake_is_released;;{'semaphore_is_yellow': 'ap_0', 'train_has_been_launched': 'ap_1', 'brake_is_released': 'ap_2', 'bar_is_down': 'ap_3'};G((ap_3 & ap_1) -> G!(ap_2 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G!(prop | prop));G((prop & prop) -> G!(prop | prop));2
In case that ( prop_3 ) , or the transition action that ( prop_2 ) gets detected , then ( prop_1 ) .;G ( ( prop_3 | prop_2 ) -> G prop_1 );G((prop_2 | prop_3) -> Gprop_1);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_1 | ap_2) -> Gap_0);lifted_data_pureLTL.jsonl;G((prop | prop) -> Gprop);G((prop | prop) -> Gprop);2
Stay at park 2 until taking a picture of monument 13;park_2 U (monument_13&&photo);park_2 U (monument_13 & photo);['photo', 'park_2', 'monument_13'];Stay at park_2 until taking a picture of monument_13;{'photo': 'photo', 'park 2': 'park_2', 'monument 13': 'monument_13'};{'photo': 'ap_0', 'park_2': 'ap_1', 'monument_13': 'ap_2'};ap_1 U (ap_2 & ap_0);ConformalNL2LTL;prop U (prop & prop);prop U (prop & prop);2
If ( prop_1 ) is equivalent to ( prop_2 ) and ( prop_4 ) is true, then ( prop_3 ) is also true .;( ( ( prop_1 <-> prop_2 ) & prop_4 ) -> prop_3 );(prop_4 & (prop_1 <-> prop_2)) -> prop_3;['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_3 & (ap_0 <-> ap_1)) -> ap_2;lifted_data_pureLTL.jsonl;(prop & (prop <-> prop)) -> prop;(prop & (prop <-> prop)) -> prop;2
Either (prop_2) does not happen, or eventually a situation where (prop_3) is equivalent to (prop_1) will occur.;( ! prop_2 | ( F prop_3 <-> prop_1 ) );!prop_2 | (prop_1 <-> Fprop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_1 | (ap_0 <-> Fap_2);lifted_data_pureLTL.jsonl;!prop | (prop <-> Fprop);!prop | (prop <-> Fprop);2
drive through the room that is not blue and enter the yellow_room on the other side;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;['blue_room', 'yellow_room'];;;;Fap_1 & G!ap_0;VLTL-Bench_Prev;Fprop & G!prop;Fprop & G!prop;2
sooner or later the semaphore is yellow after the bar has to be repaired or a sensor retrieves data;G(( bar_has_to_be_repaired | sensor_retrieves_data ) -> F( semaphore_is_yellow ));G((bar_has_to_be_repaired | sensor_retrieves_data) -> Fsemaphore_is_yellow);['bar_has_to_be_repaired', 'semaphore_is_yellow', 'sensor_retrieves_data'];sooner or later the semaphore_is_yellow after the bar_has_to_be_repaired or a sensor_retrieves_data;;{'bar_has_to_be_repaired': 'ap_0', 'semaphore_is_yellow': 'ap_1', 'sensor_retrieves_data': 'ap_2'};G((ap_0 | ap_2) -> Fap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> Fprop);G((prop | prop) -> Fprop);2
Stay in park 5 until you reach bench 4, and ensure you eventually go to store 2 and pick up bottle 5 and deliver it to bench 4;park_5 U bench_4&&<>(store_2&&<>(p_bottle_5&&<>(bench_4&&pd)));(park_5 U bench_4) & F(store_2 & F(p_bottle_5 & F(bench_4 & pd)));['pd', 'park_5', 'store_2', 'bench_4', 'p_bottle_5'];Stay in park_5 until you reach bench_4, and ensure you eventually go to store_2 and pick up p_bottle_5 and deliver it to bench_4;{'pd': 'pd', 'park 5': 'park_5', 'store 2': 'store_2', 'bench 4': 'bench_4', 'bottle 5': 'p_bottle_5'};{'pd': 'ap_0', 'park_5': 'ap_1', 'store_2': 'ap_2', 'bench_4': 'ap_3', 'p_bottle_5': 'ap_4'};(ap_1 U ap_3) & F(ap_2 & F(ap_4 & F(ap_3 & ap_0)));ConformalNL2LTL;(prop U prop) & F(prop & F(prop & F(prop & prop)));(prop U prop) & F(prop & F(prop & F(prop & prop)));2
It is not the case that ( prop_1 ) or ( prop_2 ) is detected until ( prop_3 ) is detected .;( ! ( prop_1 | prop_2 ) U prop_3 );!(prop_1 | prop_2) U prop_3;['prop_1', 'prop_2', 'prop_3'];;;;!(ap_0 | ap_1) U ap_2;lifted_data_pureLTL.jsonl;!(prop | prop) U prop;!(prop | prop) U prop;2
after either a car stops or the house is built, sooner or later either the engine breaks or the bar is closing;G(( car_stops | house_is_built ) -> F( engine_breaks | bar_is_closing ));G((car_stops | house_is_built) -> F(bar_is_closing | engine_breaks));['house_is_built', 'bar_is_closing', 'car_stops', 'engine_breaks'];after either a car_stops or the house_is_built, sooner or later either the engine_breaks or the bar_is_closing;;{'house_is_built': 'ap_0', 'bar_is_closing': 'ap_1', 'car_stops': 'ap_2', 'engine_breaks': 'ap_3'};G((ap_2 | ap_0) -> F(ap_1 | ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> F(prop | prop));G((prop | prop) -> F(prop | prop));2
if the bridge opens and a sensor retrieves data then under no condition the engine breaks and the bar is closing;G(( bridge_opens & sensor_retrieves_data ) -> G(!( engine_breaks & bar_is_closing )));G((bridge_opens & sensor_retrieves_data) -> G!(bar_is_closing & engine_breaks));['bar_is_closing', 'bridge_opens', 'sensor_retrieves_data', 'engine_breaks'];if the bridge_opens and a sensor_retrieves_data then under no condition the engine_breaks and the bar_is_closing;;{'bar_is_closing': 'ap_0', 'bridge_opens': 'ap_1', 'sensor_retrieves_data': 'ap_2', 'engine_breaks': 'ap_3'};G((ap_1 & ap_2) -> G!(ap_0 & ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G!(prop & prop));G((prop & prop) -> G!(prop & prop));2
Refrain from entering park 4 until you arrive at street 3, and then take takeout 2 from store 7 to bench 3;!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd)));(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd)));['pd', 'street_3', 'park_4', 'store_7', 'p_takeout_2', 'bench_3'];Refrain from entering park_4 until you arrive at street_3, and then take p_takeout_2 from store_7 to bench_3;{'pd': 'pd', 'street 3': 'street_3', 'park 4': 'park_4', 'store 7': 'store_7', 'takeout 2': 'p_takeout_2', 'bench 3': 'bench_3'};{'pd': 'ap_0', 'street_3': 'ap_1', 'park_4': 'ap_2', 'store_7': 'ap_3', 'p_takeout_2': 'ap_4', 'bench_3': 'ap_5'};(!ap_2 U ap_1) & F(ap_3 & F(ap_4 & F(ap_5 & ap_0)));ConformalNL2LTL;(!prop U prop) & F(prop & F(prop & F(prop & prop)));(!prop U prop) & F(prop & F(prop & F(prop & prop)));2
If photo injured_civilian happens infinitely often, then so does communicate the safe_hostile.;G F photo_injured_civilian -> G F communicate_safe_hostile;"GF""photo(injured_civilian)"" -> GF""communicate(safe_hostile)""";['photo_injured_civilian', 'communicate_safe_hostile'];;;;GFap_0 -> GFap_1;VLTL-Bench_New;GFprop -> GFprop;GFprop -> GFprop;2
When ( prop_2 ) and ( prop_4 ) , then the following condition is true : instantly ( prop_3 ) or without any delay ( prop_1 ) .;G ( ( prop_2 & prop_4 ) -> ( prop_3 | prop_1 ) );G((prop_2 & prop_4) -> (prop_1 | prop_3));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 & ap_3) -> (ap_0 | ap_2));lifted_data_pureLTL.jsonl;G((prop & prop) -> (prop | prop));G((prop & prop) -> (prop | prop));2
Go to statue 5 and capture an image there;<>(statue_5&&photo);F(photo & statue_5);['photo', 'statue_5'];Go to statue_5 and capture an image there;{'photo': 'photo', 'statue 5': 'statue_5'};{'photo': 'ap_0', 'statue_5': 'ap_1'};F(ap_0 & ap_1);ConformalNL2LTL;F(prop & prop);F(prop & prop);2
Whenever record unsafe_civilian holds, record injured_victim holds as well.;G ( record_unsafe_civilian -> record_injured_victim );"G(""record(unsafe_civilian)"" -> ""record(injured_victim)"")";['record_unsafe_civilian', 'record_injured_victim'];;;;G(ap_0 -> ap_1);VLTL-Bench_New;G(prop -> prop);G(prop -> prop);2
first, eventually, the engine stops or a manager collect claims, and then, eventually, the train has arrived;G(!( engine_stops | manager_collect_claims )) | F(( engine_stops | manager_collect_claims ) & F( train_has_arrived ));G!(engine_stops | manager_collect_claims) | F((engine_stops | manager_collect_claims) & Ftrain_has_arrived);['manager_collect_claims', 'engine_stops', 'train_has_arrived'];first, eventually, the engine_stops or a manager_collect_claims, and then, eventually, the train_has_arrived;;{'manager_collect_claims': 'ap_0', 'engine_stops': 'ap_1', 'train_has_arrived': 'ap_2'};G!(ap_1 | ap_0) | F((ap_1 | ap_0) & Fap_2);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & Fprop);G!(prop | prop) | F((prop | prop) & Fprop);2
Globally , everytime when ( prop_2 ) and ( prop_1 ) then all of the following conditions hold : finally there ought to exist a certain moment in the future before the end of the execution , at which the transition action that ( prop_3 ) shall take place .;G ( ( prop_2 & prop_1 ) -> F prop_3 );G((prop_1 & prop_2) -> Fprop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 & ap_1) -> Fap_2);lifted_data_pureLTL.jsonl;G((prop & prop) -> Fprop);G((prop & prop) -> Fprop);2
never, the escalator moves, the elevator is open and a bridge opens;G(!( escalator_moves & elevator_is_open & bridge_opens ));G!(bridge_opens & elevator_is_open & escalator_moves);['bridge_opens', 'escalator_moves', 'elevator_is_open'];never, the escalator_moves, the elevator_is_open and a bridge_opens;;{'bridge_opens': 'ap_0', 'escalator_moves': 'ap_1', 'elevator_is_open': 'ap_2'};G!(ap_0 & ap_2 & ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop & prop);G!(prop & prop & prop);2
Globally , if ( prop_2 ) or ( prop_1 ) then there will have to exist a certain time instant in the future before the end of the execution finally , at which consecutively ( prop_3 ) .;G ( ( prop_2 | prop_1 ) -> F ( G prop_3 ) );G((prop_1 | prop_2) -> FGprop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 | ap_1) -> FGap_2);lifted_data_pureLTL.jsonl;G((prop | prop) -> FGprop);G((prop | prop) -> FGprop);2
always move or pick_up orange;"G ( ""move"" ) | pick_up_orange";"""pick_up(orange)"" | Gmove";['pick_up_orange', 'move'];;;;ap_0 | Gap_1;VLTL-Bench_Prev;prop | Gprop;prop | Gprop;2
As soon as ( prop_2 ) and the transition action that ( prop_4 ) is detected , then the following condition is true : ( prop_1 ) then this scenario needs to remain consistently until ( prop_3 ) .;G ( ( prop_2 & prop_4 ) -> ( prop_1 U prop_3 ) );G((prop_2 & prop_4) -> (prop_1 U prop_3));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 & ap_3) -> (ap_0 U ap_2));lifted_data_pureLTL.jsonl;G((prop & prop) -> (prop U prop));G((prop & prop) -> (prop U prop));2
after a sensor captures data, at some point in time a house is open or the brake is released;G(( sensor_captures_data ) -> F( house_is_open | brake_is_released ));G(sensor_captures_data -> F(brake_is_released | house_is_open));['house_is_open', 'sensor_captures_data', 'brake_is_released'];after a sensor_captures_data, at some point in time a house_is_open or the brake_is_released;;{'house_is_open': 'ap_0', 'sensor_captures_data': 'ap_1', 'brake_is_released': 'ap_2'};G(ap_1 -> F(ap_2 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop -> F(prop | prop));G(prop -> F(prop | prop));2
If it is not the case that ( prop_1 ) then it should be equivalent to the case that ( prop_2 ) , and in addition ( prop_3 ) should also be true .;( ( ! prop_1 <-> prop_2 ) & prop_3 );prop_3 & (!prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;ap_2 & (!ap_0 <-> ap_1);lifted_data_pureLTL.jsonl;prop & (!prop <-> prop);prop & (!prop <-> prop);2
Do not go to intersection 5 until you reach street 4 as you take pass 4 from house 4 to office 1;!intersection_5 U street_4&&<>(house_4&&<>(p_pass_4&&<>(office_1&&pd)));(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd)));['pd', 'street_4', 'house_4', 'intersection_5', 'p_pass_4', 'office_1'];Do not go to intersection_5 until you reach street_4 as you take p_pass_4 from house_4 to office_1;{'pd': 'pd', 'street 4': 'street_4', 'house 4': 'house_4', 'intersection 5': 'intersection_5', 'pass 4': 'p_pass_4', 'office 1': 'office_1'};{'pd': 'ap_0', 'street_4': 'ap_1', 'house_4': 'ap_2', 'intersection_5': 'ap_3', 'p_pass_4': 'ap_4', 'office_1': 'ap_5'};(!ap_3 U ap_1) & F(ap_2 & F(ap_4 & F(ap_5 & ap_0)));ConformalNL2LTL;(!prop U prop) & F(prop & F(prop & F(prop & prop)));(!prop U prop) & F(prop & F(prop & F(prop & prop)));2
( prop_2 ) is not detected and ( prop_3 ) is detected , and ( prop_1 ) happens .;( ( ! prop_2 & prop_3 ) & prop_1 );prop_1 & !prop_2 & prop_3;['prop_1', 'prop_2', 'prop_3'];;;;ap_0 & !ap_1 & ap_2;lifted_data_pureLTL.jsonl;prop & !prop & prop;prop & !prop & prop;2
Avoid going to street 4 until you reach intersection 6, after which you must go to and remain in street 4;!street_4 U intersection_6&&<>[]street_4;(!street_4 U intersection_6) & FGstreet_4;['street_4', 'intersection_6'];Avoid going to street_4 until you reach intersection_6, after which you must go to and remain in street_4;{'street 4': 'street_4', 'intersection 6': 'intersection_6'};{'street_4': 'ap_0', 'intersection_6': 'ap_1'};(!ap_0 U ap_1) & FGap_0;ConformalNL2LTL;(!prop U prop) & FGprop;(!prop U prop) & FGprop;2
first, finally, a train has arrived, and then, sooner or later either the engine breaks or a car enters;G(!( train_has_arrived )) | F(( train_has_arrived ) & F( engine_breaks | car_enters ));G!train_has_arrived | F(train_has_arrived & F(car_enters | engine_breaks));['car_enters', 'engine_breaks', 'train_has_arrived'];first, finally, a train_has_arrived, and then, sooner or later either the engine_breaks or a car_enters;;{'car_enters': 'ap_0', 'engine_breaks': 'ap_1', 'train_has_arrived': 'ap_2'};G!ap_2 | F(ap_2 & F(ap_0 | ap_1));NL-to-LTL-Synthetic-Datasetprocessed_data;G!prop | F(prop & F(prop | prop));G!prop | F(prop & F(prop | prop));2
If search the fire_hydrant ever holds, pickup the donut must have held beforehand.;( F search_fire_hydrant ) -> ( ! search_fire_hydrant U ( pickup_donut & ! search_fire_hydrant ) );"F""search(fire_hydrant)"" -> (!""search(fire_hydrant)"" U (""pickup(donut)"" & !""search(fire_hydrant)""))";['pickup_donut', 'search_fire_hydrant'];;;;Fap_1 -> (!ap_1 U (ap_0 & !ap_1));VLTL-Bench_New;Fprop -> (!prop U (prop & !prop));Fprop -> (!prop U (prop & !prop));2
repeatedly ( prop_1 ) and whenever ( prop_2 );G ( F prop_1 & F prop_2 );G(Fprop_1 & Fprop_2);['prop_1', 'prop_2'];;;;G(Fap_0 & Fap_1);lifted_data_pureLTL.jsonl;G(Fprop & Fprop);G(Fprop & Fprop);2
You should not do (prop_3), and you should equalize (prop_2) and (prop_1) .;( ! prop_3 & ( prop_2 <-> prop_1 ) );!prop_3 & (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 & (ap_0 <-> ap_1);lifted_data_pureLTL.jsonl;!prop & (prop <-> prop);!prop & (prop <-> prop);2
Return home must hold until photo unstable_beam does, or else go_home holds forever.;"( ""go_home"" U photo_unstable_beam ) | G ""go_home""";"(go_home U ""photo(unstable_beam)"") | Ggo_home";['go_home', 'photo_unstable_beam'];;;;(ap_0 U ap_1) | Gap_0;VLTL-Bench_New;(prop U prop) | Gprop;(prop U prop) | Gprop;2
If (prop_2), then (prop_1), and always (prop_3) .;( ( prop_2 -> prop_1 ) & G prop_3 );(prop_2 -> prop_1) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 -> ap_0) & Gap_2;lifted_data_pureLTL.jsonl;(prop -> prop) & Gprop;(prop -> prop) & Gprop;2
when possible get_hold orange and at any time have_possession_of apple;F ( get_hold_orange ) & F ( have_possession_of_apple );"F""get_hold(orange)"" & F""have_possession_of(apple)""";['get_hold_orange', 'have_possession_of_apple'];;;;Fap_0 & Fap_1;VLTL-Bench_Prev;Fprop & Fprop;Fprop & Fprop;2
at some time venture house or repeatedly go_to pear;F ( venture_house ) | G ( F ( go_to_pear ) );"F""venture(house)"" | GF""go_to(pear)""";['go_to_pear', 'venture_house'];;;;Fap_1 | GFap_0;VLTL-Bench_Prev;Fprop | GFprop;Fprop | GFprop;2
never ( prop_1 ) and at any time ( prop_2 );G ( ! prop_1 & F prop_2 );G(!prop_1 & Fprop_2);['prop_1', 'prop_2'];;;;G(!ap_0 & Fap_1);lifted_data_pureLTL.jsonl;G(!prop & Fprop);G(!prop & Fprop);2
On condition that the scenario that ( prop_1 ) is detected , then the following condition holds : ( prop_3 ) and this scenario will keep all the time until finally ( prop_2 ) .;G ( prop_1 -> ( prop_3 U prop_2 ) );G(prop_1 -> (prop_3 U prop_2));['prop_1', 'prop_2', 'prop_3'];;;;G(ap_0 -> (ap_2 U ap_1));lifted_data_pureLTL.jsonl;G(prop -> (prop U prop));G(prop -> (prop U prop));2
whenever yield pear until never drop orange;F ( yield_pear ) U G ( ! ( drop_orange ) );"F""yield(pear)"" U G!""drop(orange)""";['drop_orange', 'yield_pear'];;;;Fap_1 U G!ap_0;VLTL-Bench_Prev;Fprop U G!prop;Fprop U G!prop;2
For all time, (prop_3) is equivalent to the scenario in which (prop_1) or (prop_2) happens .;( G prop_3 <-> ( prop_1 | prop_2 ) );(prop_1 | prop_2) <-> Gprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 | ap_1) <-> Gap_2;lifted_data_pureLTL.jsonl;(prop | prop) <-> Gprop;(prop | prop) <-> Gprop;2
The scenario in which (prop_4) and (prop_3) happen at the same time is equivalent to the scenario in which (prop_2) happens and continues until (prop_1) .;( ( prop_4 & prop_3 ) <-> ( prop_2 U prop_1 ) );(prop_3 & prop_4) <-> (prop_2 U prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_2 & ap_3) <-> (ap_1 U ap_0);lifted_data_pureLTL.jsonl;(prop & prop) <-> (prop U prop);(prop & prop) <-> (prop U prop);2
hold orange and put_in apple bucket;hold_orange & put_in_apple_bucket;"""hold(orange)"" & ""put_in(apple_bucket)""";['put_in_apple_bucket', 'hold_orange'];;;;ap_1 & ap_0;VLTL-Bench_Prev;prop & prop;prop & prop;2
enter red_room via green_room;"F ( ""green_room"" & F ""red_room"" )";F(green_room & Fred_room);['red_room', 'green_room'];;;;F(ap_1 & Fap_0);VLTL-Bench_Prev;F(prop & Fprop);F(prop & Fprop);2
If finally that ( prop_2 ) is not equivalent to ( prop_1 ) then ( prop_3 ) .;( F ( ! ( prop_2 <-> prop_1 ) ) -> prop_3 );F!(prop_1 <-> prop_2) -> prop_3;['prop_1', 'prop_2', 'prop_3'];;;;F!(ap_0 <-> ap_1) -> ap_2;lifted_data_pureLTL.jsonl;F!(prop <-> prop) -> prop;F!(prop <-> prop) -> prop;2
